Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
Top 5 Gratuitous B00BS in Gaming -- Wackygamer: V-LIST #4,https://www.youtube.com/watch?v=YxwmC8B5wgg,0.005295,0.005715,0.001519,0.500664,0.574666,112.127039,2010-07-16 21:18:40,0.0087,5690.0000,0.0102,650715,5690,0,979,6669,4339618335
Brain Damage affecting Perception in multiple ways -part 2/2,https://www.youtube.com/watch?v=ADchGO-0kGo,0.005518,0.005801,0.001242,0.500400,0.574936,113.681751,2007-09-06 13:08:41,0.0092,7141.0000,0.0101,778460,7141,0,732,7873,6128815580
Fatal Familial Insomnia - Documentary,https://www.youtube.com/watch?v=nIeTVVAEFn8,0.005085,0.005300,0.001374,0.501223,0.688029,136.120807,2009-05-05 23:21:03,0.0075,6375.0000,0.0101,849433,6375,0,2211,8586,7293231738
Gaga Tea FETISH ?? -- IMG! #33,https://www.youtube.com/watch?v=6e1ydLyZYe8,0.005293,0.005619,0.001389,0.500642,0.667414,132.731090,2011-05-09 22:22:09,0.0086,6295.0000,0.0101,730861,6295,0,1054,7349,5371097489
"6 MORE Tricks, Hacks, and Pranks -- ""Up All Knight"" Episode 3",https://www.youtube.com/watch?v=XjLF4-XUH_A,0.005155,0.005461,0.001435,0.500897,0.655201,130.344620,2010-09-02 18:31:29,0.0081,6071.0000,0.0101,750197,6071,0,1470,7541,5657235577
Crazy BABY Eyes ... and More: IMG! #44,https://www.youtube.com/watch?v=V9R6zFpf9Gw,0.006178,0.005677,0.000678,0.500563,1.498242,298.756437,2011-10-27 00:10:44,0.0088,14080.0000,0.0100,1594240,14080,0,1909,15989,25490303360
BEST IMAGES OF THE WEEK: IMG! episode 3,https://www.youtube.com/watch?v=CK4oWbidhyQ,0.005963,0.005711,0.000787,0.500474,1.155960,231.062656,2010-09-06 18:20:46,0.0090,11926.0000,0.0100,1328956,11926,0,1370,13296,17669798976
BioShock Infinite Trailer HD [WITH REACTION],https://www.youtube.com/watch?v=jdA1VRmgcWY,0.003974,0.004903,0.011561,0.500875,0.073810,14.840768,2010-08-17 15:48:58,0.0064,544.0000,0.0099,85655,544,0,307,851,72892405
RIDDLE CHALLENGE - 54321 #2,https://www.youtube.com/watch?v=P_O3eeVGYik,0.003998,0.004626,0.003526,0.502011,0.360287,72.621065,2011-04-29 19:56:39,0.0054,2179.0000,0.0099,400609,2179,0,1795,3974,1592020166
There is no pink light,https://www.youtube.com/watch?v=S9dqJRyk0YM,0.008943,0.005646,0.000265,0.500500,4.168650,842.950932,2011-10-16 22:13:06,0.0089,39956.0000,0.0099,4506698,39956,0,4617,44573,200877049954
Street Fighter PUPPET SHOW: BLANKA!,https://www.youtube.com/watch?v=VH6DaZ7pVQo,0.004689,0.005630,0.010632,0.499705,0.059446,12.003529,2010-11-19 20:19:27,0.0088,601.0000,0.0099,68149,601,0,73,674,45932426
How to BLOW UP YOUTUBE !!!  -- Up All Knight # 5,https://www.youtube.com/watch?v=9SSv3ASZ-tk,0.005587,0.005591,0.001000,0.500525,0.930370,188.533293,2011-03-21 22:40:30,0.0087,9122.0000,0.0099,1047362,9122,0,1214,10336,10825533632
Top 6 SCARIEST Online Games: DONG #1,https://www.youtube.com/watch?v=3Hmw-W2zVZg,0.005472,0.005370,0.000988,0.500866,0.997307,202.652643,2010-10-26 21:48:53,0.0080,9244.0000,0.0098,1155394,9244,0,2127,11371,13137985174
Students break paper folding record,https://www.youtube.com/watch?v=EV6wzmSEAmA,0.004328,0.005185,0.006221,0.500789,0.145028,29.454521,2012-03-15 17:24:51,0.0074,1129.0000,0.0098,153032,1129,0,377,1506,230466192
Trajan is the Movie Font,https://www.youtube.com/watch?v=t87QKdOJNv8,0.005222,0.005496,0.001371,0.500579,0.546618,111.622994,2007-12-13 13:49:34,0.0085,6388.0000,0.0098,753420,6388,0,990,7378,5558732760
Who has the Deathly-est Hallows? Harry Potter or Dr Strange --NERD WARS,https://www.youtube.com/watch?v=pe8HjeI62J0,0.003582,0.004460,0.010342,0.501578,0.107047,21.858513,2010-12-10 21:11:43,0.0050,621.0000,0.0098,123640,621,0,589,1210,149604400
NERD WARS: Bowser VS The Hulk: Who Would Win? -- Wackygamer,https://www.youtube.com/watch?v=qYmv5lPGdcs,0.003822,0.004610,0.005994,0.501637,0.176437,36.303012,2010-07-13 15:54:06,0.0056,1179.0000,0.0097,210797,1179,0,869,2048,431712256
6 WORST Villains EVER!,https://www.youtube.com/watch?v=nKi7CzP9Dxs,0.005919,0.005311,0.000714,0.500819,1.473637,304.548507,2011-06-03 22:10:06,0.0080,13295.0000,0.0097,1669333,13295,0,2859,16154,26966405282
Superheroes MAKING BABIES,https://www.youtube.com/watch?v=7tmVwvlPgGc,0.003961,0.004522,0.003285,0.501925,0.371778,77.082834,2010-10-19 04:58:44,0.0054,2364.0000,0.0096,440070,2364,0,1880,4244,1867657080
NERD WARS: Captain America vs. xXx (Vin Diesel),https://www.youtube.com/watch?v=c1v4ToZQfkE,0.003459,0.004353,0.014979,0.501073,0.068014,14.226285,2010-10-08 20:20:45,0.0049,399.0000,0.0095,81366,399,0,378,777,63221382
WHAT'S A DONG?,https://www.youtube.com/watch?v=0tNFEXImX0o,0.005337,0.005303,0.001063,0.500679,0.929952,194.848838,2011-08-12 16:35:32,0.0081,8509.0000,0.0095,1054438,8509,0,1555,10064,10611864032
How Many Dots? IMG! #50,https://www.youtube.com/watch?v=HFW70hUGRsk,0.006323,0.005065,0.000571,0.501071,2.142852,450.611662,2012-04-03 23:32:36,0.0073,17050.0000,0.0095,2332492,17050,0,5133,22183,51741670036
LEANBACK #5 -- Part 6,https://www.youtube.com/watch?v=WeNbvkZ6_7k,0.003249,0.004101,0.012408,0.501698,0.105405,22.170103,2011-05-27 22:10:02,0.0041,500.0000,0.0095,121677,500,0,656,1156,140658612
Virtual Girlfriends!! And Other VSAUCE WTFs,https://www.youtube.com/watch?v=PgulkcPkBdk,0.004558,0.004332,0.001427,0.502211,1.054850,222.473241,2011-01-27 21:11:15,0.0049,6110.0000,0.0095,1247714,6110,0,5721,11831,14761704334
THE MIND - 1,https://www.youtube.com/watch?v=JoR0bMohcNo,0.006431,0.005583,0.000566,0.500155,1.704211,360.375711,2012-01-06 22:46:49,0.0091,17244.0000,0.0095,1897130,17244,0,698,17942,34038306460
Popping Puzzles,https://www.youtube.com/watch?v=hxKJKWf32js,0.004963,0.005488,0.002053,0.500200,0.440480,93.338093,2012-12-06 09:48:14,0.0088,4044.0000,0.0094,460143,4044,0,298,4342,1997940906
Cool Things on YouTube and More! DONG #19,https://www.youtube.com/watch?v=8pxH-wqtV2M,0.005911,0.005213,0.000694,0.500695,1.532427,326.442821,2011-11-23 00:48:41,0.0079,13737.0000,0.0094,1733159,13737,0,2534,16271,28200230089
5 Games That Will Get You Laid: V-LIST #2,https://www.youtube.com/watch?v=3KVSyQ8J3o4,0.004391,0.004539,0.001760,0.501717,0.681556,145.644898,2010-08-03 23:17:31,0.0057,4816.0000,0.0094,842598,4816,0,3069,7885,6643885230
Top Hats for CATS! LÜT #25,https://www.youtube.com/watch?v=UaA-ZeuEcQ0,0.006006,0.005111,0.000638,0.500548,1.690882,372.948482,2012-06-07 17:25:50,0.0079,15068.0000,0.0091,1906339,15068,0,2217,17285,32951069615
SEXY BOBA FETT ??? Comic-Con Cosplay IMPROV COMMENTARY [PART 1],https://www.youtube.com/watch?v=G8xqKbqqWDg,0.004168,0.004966,0.007185,0.500255,0.099648,22.058890,2010-07-29 20:25:56,0.0075,954.0000,0.0090,127730,954,0,199,1153,147272690
HACK Wheel of Fortune!,https://www.youtube.com/watch?v=5Dgkc3ret2w,0.007094,0.005223,0.000415,0.500329,2.429196,538.426680,2011-07-26 22:06:00,0.0083,24331.0000,0.0090,2922763,24331,0,2041,26372,77079105836
Why Geeks are Sexy: The Wing Girls,https://www.youtube.com/watch?v=XeF_gkwryFM,0.004011,0.004785,0.006867,0.500510,0.112969,25.217062,2010-09-08 21:35:03,0.0069,1006.0000,0.0090,144982,1006,0,292,1298,188186636
UGLY DANCE -- DONG,https://www.youtube.com/watch?v=SLSviqKGxSA,0.005950,0.004990,0.000640,0.500553,1.613548,363.703435,2011-09-24 23:11:54,0.0077,15033.0000,0.0089,1952467,15033,0,2290,17323,33822585841
WIN Videogames BY KISSING??!! And 10 More Awesome FLASH GAMES.,https://www.youtube.com/watch?v=eYGP6HHYH3M,0.004671,0.004721,0.001429,0.500907,0.704301,159.549877,2011-02-23 20:09:26,0.0068,6100.0000,0.0088,890515,6100,0,1761,7861,7000338415
Princess! NOOOO! ... IMG! #32,https://www.youtube.com/watch?v=xR1sLdupUDs,0.013766,0.005094,0.000139,0.500343,8.002821,1817.120264,2011-05-02 22:54:47,0.0081,81255.0000,0.0088,10018340,81255,0,6988,88243,884048376620
THE GAME OF LIFE and other DONGs!,https://www.youtube.com/watch?v=aNgE_hf41NY,0.009008,0.005097,0.000260,0.500328,4.309333,979.145699,2012-05-06 15:46:42,0.0081,40903.0000,0.0088,5036337,40903,0,3427,44330,223260819210
LEANBACK #5 -- Part 7,https://www.youtube.com/watch?v=ID3RIeMjNU0,0.003942,0.004763,0.012184,0.499829,0.057212,13.111439,2011-05-27 22:09:31,0.0071,511.0000,0.0087,71960,511,0,116,627,45118920
A simple map of typical 'Theory of Mind' development,https://www.youtube.com/watch?v=YiT7HFj2gv4,0.003865,0.004469,0.004105,0.501018,0.232915,53.463566,2011-02-21 16:22:52,0.0061,1829.0000,0.0087,298518,1829,0,771,2600,776146800
WHAT IS THIS?? .......... IMG! #39,https://www.youtube.com/watch?v=gLpUe2vVEdE,0.005093,0.004832,0.001028,0.500605,0.959553,220.964689,2011-07-19 22:00:39,0.0074,8842.0000,0.0087,1201019,8842,0,1588,10430,12526628170
Vsauce Leanback #4 -- Part 4,https://www.youtube.com/watch?v=ikcBbX5ZKrg,0.003885,0.004667,0.009116,0.500201,0.082691,19.115991,2011-05-13 20:26:18,0.0069,721.0000,0.0086,105184,721,0,188,909,95612256
Picture of Everything? -- DONG,https://www.youtube.com/watch?v=kXLr_bIlz4A,0.006215,0.004902,0.000555,0.500442,1.886025,438.177885,2012-02-01 23:53:23,0.0077,17600.0000,0.0086,2295292,17600,0,2158,19758,45350379336
TRAVEL CATACLYSM! (Wackygamer Commercial/Machinima),https://www.youtube.com/watch?v=G3JJLB25eO0,0.003912,0.004726,0.013068,0.499693,0.050412,11.700065,2010-12-03 20:57:40,0.0071,470.0000,0.0086,66262,470,0,100,570,37769340
AMAZING CD BUBBLE!!! -- Mind Blow 9,https://www.youtube.com/watch?v=QCxXWKRgRvk,0.004028,0.003789,0.001818,0.502204,0.897566,208.800610,2011-02-07 21:38:15,0.0040,4644.0000,0.0086,1168732,4644,0,5403,10047,11742250404
Where to BUY Uranium and other DONGS!,https://www.youtube.com/watch?v=Lx4YuW3bagE,0.006052,0.004850,0.000593,0.500506,1.767784,411.651417,2011-12-14 00:03:31,0.0075,16359.0000,0.0086,2176919,16359,0,2337,18696,40699677624
11 MORE Video Game WTFs !!,https://www.youtube.com/watch?v=O-621MyYKKo,0.006198,0.004602,0.000561,0.500882,1.942481,454.258643,2010-11-08 22:01:22,0.0067,17389.0000,0.0086,2583979,17389,0,4709,22098,57100767942
BIGGEST Game Collection Ever... and More! -- Mind Blow 5,https://www.youtube.com/watch?v=xwuyBTTuUrQ,0.004235,0.004316,0.001769,0.501267,0.626201,146.717084,2010-12-30 21:20:21,0.0058,4790.0000,0.0085,826952,4790,0,2268,7058,5836627216
Nintendo FURNITURE??? -- Mind Blow #15,https://www.youtube.com/watch?v=y3x9hz1cGWE,0.004188,0.003971,0.001617,0.501834,0.877353,206.031452,2011-04-22 19:51:18,0.0047,5302.0000,0.0085,1138001,5302,0,4389,9691,11028367691
Unicorn FARTS on Your LIPS ?? -- LÜT #23,https://www.youtube.com/watch?v=cOi2nyiWFmY,0.005629,0.004862,0.000724,0.500397,1.403068,329.846667,2012-03-17 06:52:52,0.0076,13083.0000,0.0085,1713215,13083,0,1491,14574,24968395410
Optical illusions show how we see | Beau Lotto,https://www.youtube.com/watch?v=mf5otGNbkuc,0.007319,0.004886,0.000380,0.500303,2.390122,566.577218,2009-10-08 15:12:36,0.0078,26869.0000,0.0084,3447411,26869,0,2216,29085,100267948935
Bose--Einstein Condensate,https://www.youtube.com/watch?v=bdzHnApHM9A,0.004121,0.004653,0.003251,0.500489,0.210211,49.857645,2007-10-02 12:55:34,0.0070,2392.0000,0.0084,340115,2392,0,475,2867,975109705
HOT BOBAS! -- IMG! #34,https://www.youtube.com/watch?v=hP9zimdPXtk,0.005072,0.004807,0.001023,0.500361,0.899200,214.105965,2011-05-25 19:48:12,0.0076,8891.0000,0.0084,1175535,8891,0,982,9873,11606057055
Derren Brown Mind Control | Animal Heaven | Channel 4,https://www.youtube.com/watch?v=1UpUcgPP-YY,0.004986,0.004780,0.001083,0.500331,0.707718,169.847434,2008-08-19 11:57:14,0.0076,8336.0000,0.0083,1103968,8336,0,863,9199,10155401632
SPOT THE FAKE !! -------- DONG,https://www.youtube.com/watch?v=NT-fgaYKhVg,0.006681,0.004595,0.000468,0.500677,2.348986,564.110900,2011-07-04 19:45:54,0.0069,21297.0000,0.0083,3074651,21297,0,4308,25605,78726438855
Top 7 WoW Cataclysm Visual Changes -- Wackygamer,https://www.youtube.com/watch?v=gVF92BfeL9c,0.003738,0.004396,0.005693,0.500611,0.142388,34.258185,2010-07-08 16:27:59,0.0063,1252.0000,0.0083,199094,1252,0,402,1654,329301476
LEANBACK #5 -- Part 3,https://www.youtube.com/watch?v=9fh2kMUz500,0.003927,0.004690,0.010083,0.499715,0.066322,15.995742,2011-05-27 22:12:13,0.0073,640.0000,0.0083,87790,640,0,87,727,63823330
Carrot Sharpener. LÜT #27,https://www.youtube.com/watch?v=b2nqtiam25g,0.009183,0.004707,0.000259,0.500446,4.591968,1110.419023,2012-09-10 00:32:02,0.0074,40970.0000,0.0083,5571237,40970,0,5107,46077,256705887249
Slinky Drop Answer,https://www.youtube.com/watch?v=eCMmmEEyOO0,0.006308,0.004769,0.000521,0.500315,1.918440,464.588378,2011-09-22 05:29:26,0.0076,18904.0000,0.0083,2495319,18904,0,1703,20607,51421038633
LEANBACK #5 -- Part 4,https://www.youtube.com/watch?v=05U3daZAckc,0.003822,0.004571,0.009473,0.499943,0.074977,18.142111,2011-05-27 22:11:26,0.0069,689.0000,0.0083,99570,689,0,133,822,81846540
BRAIN CANDY 8,https://www.youtube.com/watch?v=p3iKWxWsN0M,0.003824,0.004531,0.007128,0.500202,0.109377,26.520312,2011-10-23 22:03:39,0.0068,963.0000,0.0082,141601,963,0,204,1167,165248367
REAL Human HORNS! ... and more REAL WORLD WTFs,https://www.youtube.com/watch?v=VmBDBfBhGII,0.007019,0.004157,0.000461,0.501285,2.844227,693.181024,2011-02-17 02:21:48,0.0056,21651.0000,0.0082,3873608,21651,0,10136,31787,123130377496
Things To Do Online #18 -- DONG!,https://www.youtube.com/watch?v=93M3La8n8mw,0.006724,0.004639,0.000454,0.500471,2.354879,574.806367,2011-11-09 01:23:00,0.0072,22049.0000,0.0082,3059811,22049,0,3021,25070,76709461770
Temperature! Leanback #3 -- Part 5,https://www.youtube.com/watch?v=UE4TPB-fgKI,0.003901,0.004628,0.008312,0.499854,0.082647,20.237980,2011-05-04 20:11:04,0.0072,804.0000,0.0082,111540,804,0,106,910,101501400
Stanford Prison Study,https://www.youtube.com/watch?v=vJp3WEH9XoQ,0.003695,0.004357,0.006442,0.500377,0.114568,28.366377,2010-01-26 15:39:06,0.0064,1084.0000,0.0081,169478,1084,0,284,1368,231845904
REAL CYCLOPS SHARK and more great images -- IMG! #46,https://www.youtube.com/watch?v=_di83KPJY3s,0.006298,0.004595,0.000516,0.500380,2.015087,501.644030,2012-01-02 00:14:49,0.0072,19087.0000,0.0080,2643288,19087,0,2148,21235,56130220680
EAR Earrings -- LÜT #26,https://www.youtube.com/watch?v=F981CD-8YEg,0.006474,0.004557,0.000484,0.500374,2.249450,565.166825,2012-07-26 21:52:05,0.0072,20494.0000,0.0080,2861072,20494,0,2280,22774,65158053728
HE'S FOLLOWING YOU! -- DONG!,https://www.youtube.com/watch?v=Gg-dGBo2D1U,0.005514,0.004536,0.000713,0.500388,1.366486,343.520653,2011-06-24 21:42:59,0.0071,13326.0000,0.0080,1875745,13326,0,1596,14922,27989866890
Buy REAL Dino Teeth! ... and more! LÜT #20,https://www.youtube.com/watch?v=Hu73WFkxL6A,0.005138,0.004506,0.000874,0.500429,1.135645,285.501797,2011-11-29 23:44:38,0.0070,10601.0000,0.0080,1513808,10601,0,1441,12042,18229275936
KNOWLEDGE! --- LEANBACK #7,https://www.youtube.com/watch?v=6SI-8yZSUPU,0.004020,0.004347,0.002456,0.500564,0.369963,93.283688,2011-07-16 21:10:25,0.0065,3297.0000,0.0079,507312,3297,0,726,4023,2040916176
Stationary Animation Illusion- Featured on Vsauce Leanback🔥👍,https://www.youtube.com/watch?v=VaN1dBKdNZw,0.003605,0.004141,0.004460,0.500703,0.215400,54.685422,2012-03-30 05:00:51,0.0059,1662.0000,0.0079,283328,1662,0,569,2231,632104768
Cat in zero gravity,https://www.youtube.com/watch?v=JAWuMd6GOfs,0.005464,0.004403,0.000719,0.500509,1.187220,302.089170,2008-10-03 16:28:21,0.0068,13191.0000,0.0079,1949857,13191,0,2134,15325,29881558525
Is This a PANDA?? --- IMG! #43,https://www.youtube.com/watch?v=5e65WRAA3T0,0.005355,0.004401,0.000757,0.500488,1.343628,343.061839,2011-10-05 18:01:57,0.0068,12453.0000,0.0078,1837957,12453,0,1943,14396,26459228972
Mario's SECRET BALLS ??!!  Mind Blow 4,https://www.youtube.com/watch?v=Qvx5Ekhddaw,0.004956,0.004060,0.000917,0.501029,1.229012,314.483137,2010-12-22 21:18:51,0.0057,10043.0000,0.0078,1775060,10043,0,3830,13873,24625407380
LEGO TACO! And Other Great Images -- IMG! Episode #47,https://www.youtube.com/watch?v=_UTZDR1Go24,0.006401,0.004470,0.000492,0.500333,2.117469,544.638459,2012-01-28 22:00:26,0.0071,20156.0000,0.0078,2855182,20156,0,2044,22200,63385040400
BEST IMAGES OF THE WEEK: IMG! episode 4,https://www.youtube.com/watch?v=eXazUguoWXs,0.005326,0.004367,0.000762,0.500471,1.239499,319.393051,2010-09-14 00:08:46,0.0067,12362.0000,0.0078,1834675,12362,0,1877,14239,26123937325
How Much CAFFEINE KILLS?? .. and more: DONG!,https://www.youtube.com/watch?v=C7VxAOHeF4o,0.005410,0.004403,0.000731,0.500389,1.317531,340.609892,2011-04-18 21:01:01,0.0069,12954.0000,0.0077,1882682,12954,0,1610,14564,27419380648
Fun With Gas | MythBusters,https://www.youtube.com/watch?v=d-XbjFn3aqE,0.009330,0.004372,0.000260,0.500461,3.536406,914.463217,2008-06-02 16:16:59,0.0068,40830.0000,0.0077,6014957,40830,0,5691,46521,279821814597
"Man parachutes from 102, 800 feet",https://www.youtube.com/watch?v=1VdSeDqU3EY,0.003937,0.004151,0.002254,0.500700,0.336180,86.946822,2007-07-10 17:46:54,0.0061,3636.0000,0.0077,600413,3636,0,1006,4642,2787117146
ZOMBIE Bugs!!!: Mind Blow 12,https://www.youtube.com/watch?v=sLN27wguj2Q,0.004319,0.003623,0.001317,0.501633,1.076572,278.995007,2011-03-05 20:53:45,0.0043,6686.0000,0.0077,1554390,6686,0,5309,11995,18644908050
BEST Images of the WEEK! ... IMG! #28,https://www.youtube.com/watch?v=gIAsT2uDGxE,0.004375,0.004078,0.001330,0.500872,0.788532,204.387549,2011-03-16 22:21:45,0.0058,6614.0000,0.0077,1136462,6614,0,2154,8768,9964498816
BEST IMAGES OF THE WEEK: IMG! episode 5,https://www.youtube.com/watch?v=kXBvaj5eFgk,0.004792,0.004335,0.001040,0.500429,0.870883,226.711277,2010-09-20 23:32:40,0.0067,8728.0000,0.0077,1300706,8728,0,1264,9992,12996654352
How to HACK Flash Games -- And More! *DONG*,https://www.youtube.com/watch?v=1kGnCB5qpOw,0.006168,0.004400,0.000531,0.500350,1.865443,485.777774,2011-05-11 22:29:35,0.0069,18520.0000,0.0077,2673878,18520,0,2015,20535,54908084730
REAL NYAN CAT ... and more! IMG #38,https://www.youtube.com/watch?v=9MgctssX5vY,0.005412,0.003908,0.000745,0.501154,1.686622,439.409302,2011-06-30 20:49:32,0.0053,12678.0000,0.0077,2396711,12678,0,5720,18398,44094688978
Walking on Glass - Cool Science Experiment,https://www.youtube.com/watch?v=X3szrdXqlbs,0.003896,0.004226,0.002647,0.500497,0.325470,84.776477,2011-01-15 03:52:19,0.0064,3027.0000,0.0077,476537,3027,0,631,3658,1743172346
THROW BABIES !!! .... IMG! #22,https://www.youtube.com/watch?v=3BqHn0u8xFM,0.003981,0.003719,0.001670,0.501408,0.750818,195.647627,2011-01-31 16:55:21,0.0047,5113.0000,0.0077,1096518,5113,0,3302,8415,9227198970
BEST IMAGES OF THE WEEK: IMG! episode 6,https://www.youtube.com/watch?v=_JmfyoB2jSQ,0.004420,0.004313,0.001407,0.500424,0.623600,162.697220,2010-09-27 19:47:37,0.0067,6205.0000,0.0077,932326,6205,0,941,7146,6662401596
Underwater astonishments | David Gallo,https://www.youtube.com/watch?v=YVvn8dpSAt0,0.005630,0.004481,0.000657,0.500177,1.150560,300.575845,2008-01-14 15:57:35,0.0072,14602.0000,0.0077,2019147,14602,0,855,15457,31209955179
Castle Optical Illusion,https://www.youtube.com/watch?v=T3AZqOngLX0,0.003861,0.004281,0.003163,0.500334,0.197121,51.523791,2006-06-23 20:24:38,0.0066,2469.0000,0.0076,375475,2469,0,403,2872,1078364200
Long Distance KISSING and more! LÜT #22,https://www.youtube.com/watch?v=L4-F_UakaA8,0.005933,0.004428,0.000576,0.500263,1.750880,458.217818,2012-02-12 21:19:40,0.0071,16900.0000,0.0076,2395275,16900,0,1404,18304,43843113600
Glee! Hot Dogs! IMG! 9,https://www.youtube.com/watch?v=cVvAhPlwi7k,0.003863,0.004164,0.002586,0.500557,0.335679,87.976412,2010-10-21 22:10:59,0.0062,3109.0000,0.0076,502023,3109,0,721,3830,1922748090
What's WRONG With This Cat ?!?! IMG! #21,https://www.youtube.com/watch?v=6rSVf6KruKc,0.003924,0.003709,0.001735,0.501327,0.700416,184.742204,2011-01-26 00:38:22,0.0047,4896.0000,0.0076,1036447,4896,0,2962,7858,8144400526
BRAIN CANDY 3,https://www.youtube.com/watch?v=1W8n-ECmEL0,0.003516,0.004091,0.005647,0.500399,0.149831,39.502613,2011-10-23 22:01:31,0.0060,1264.0000,0.0076,210918,1264,0,335,1599,337257882
MARIO'S MISTAKES?  -- Chat with Black Nerd Comedy --,https://www.youtube.com/watch?v=TAJ2thKBWXM,0.003832,0.004122,0.002590,0.500572,0.335551,88.585821,2010-09-22 22:02:34,0.0061,3103.0000,0.0076,508070,3103,0,745,3848,1955053360
"The ""Door"" Study",https://www.youtube.com/watch?v=FWSxSQsspiQ,0.007212,0.004502,0.000376,0.499982,2.293216,613.525080,2010-03-14 02:57:28,0.0075,27188.0000,0.0075,3637061,27188,0,0,27188,98884414468
Temperature! Leanback #3 -- Part 7,https://www.youtube.com/watch?v=cNdI5z5QHuo,0.003412,0.004070,0.009556,0.499985,0.076659,20.502338,2011-05-04 20:10:06,0.0060,682.0000,0.0075,112997,682,0,162,844,95369468
ZOMBIE BOTTLE-OPENER! ... LÜT #24,https://www.youtube.com/watch?v=EqWaWyvuClc,0.005827,0.004205,0.000597,0.500445,1.806570,484.801336,2012-04-27 16:19:12,0.0065,16238.0000,0.0075,2497978,16238,0,2378,18616,46502358448
LEANBACK #5 -- Part 5,https://www.youtube.com/watch?v=kt9vQDw7uPA,0.003252,0.003942,0.014296,0.499708,0.050653,13.611046,2011-05-27 22:10:56,0.0056,422.0000,0.0074,74702,422,0,133,555,41459610
